,id,movie,production_budget,domestic_gross,worldwide_gross,overall_profitability,start_year,genres
5137,38,Above and Beyond,1300000,288751,288751,-1011249,2014,"['Adventure', 'Documentary', 'History']"
5142,43,Simon,1300000,4055,1738663,438663,2016,['Thriller']
5143,44,Forget Me Not,1300000,0,13465,-1286535,2010,['Romance']
5145,46,The Algerian,1300000,0,0,-1300000,2014,"['Action', 'Romance', 'Thriller']"
5146,47,Rebecca,1288000,6000000,6002370,4714370,2018,['Horror']
5150,51,Dear White People,1250000,4404154,5403771,4153771,2014,"['Comedy', 'Drama', 'Romance']"
5151,52,Filly Brown,1250000,2850357,2940411,1690411,2012,"['Drama', 'Music']"
5153,54,Bodom,1250000,0,726460,-523540,2014,"['Horror', 'Mystery', 'Thriller']"
5155,56,Da Sweet Blood of Jesus,1250000,0,0,-1250000,2014,"['Comedy', 'Romance', 'Thriller']"
5165,66,Home Run,1200000,2859955,2859955,1659955,2010,"['Drama', 'Family', 'Sport']"
5170,71,The Blue Bird,1200000,887000,887000,-313000,2015,['Drama']
5171,72,Blue Like Jazz,1200000,595018,595018,-604982,2012,"['Comedy', 'Drama']"
5173,74,Q,1200000,255000,255000,-945000,2011,['Drama']
5175,76,"Pink Ribbons, Inc.",1200000,26608,26608,-1173392,2011,['Documentary']
5176,77,Blood Feast,1200000,8708,8708,-1191292,2016,['Horror']
5182,83,Below Zero,1200000,0,0,-1200000,2011,['Thriller']
5183,84,Crowsnest,1200000,0,0,-1200000,2012,"['Horror', 'Mystery', 'Thriller']"
5184,85,Airborne,1200000,0,0,-1200000,2012,"['Comedy', 'Crime', 'Horror']"
5186,87,Bleeding Hearts,1200000,0,0,-1200000,2015,['Horror']
5187,88,The Wicked Within,1200000,0,0,-1200000,2015,['Horror']
5188,89,The Islands,1200000,0,0,-1200000,2019,['Adventure']
5199,100,Beyond the Black Rainbow,1100000,56491,56491,-1043509,2010,"['Horror', 'Sci-Fi', 'Thriller']"
5201,2,The Sleepwalker,1100000,2636,2636,-1097364,2014,['Drama']
5202,3,Departure,1100000,0,27561,-1072439,2015,"['Drama', 'Romance']"
5206,7,The Dead Undead,1100000,0,0,-1100000,2010,"['Action', 'Horror', 'Sci-Fi']"
5207,8,The Vatican Exorcisms,1100000,0,0,-1100000,2013,['Horror']
5210,11,Rocky,1000000,117235147,225000000,224000000,2013,"['Action', 'Comedy', 'Drama']"
5211,12,The Devil Inside,1000000,53262945,101759490,100759490,2012,['Horror']
5213,14,Unfriended,1000000,32789645,64364198,63364198,2014,"['Horror', 'Mystery', 'Thriller']"
5216,17,You're Next,1000000,18494006,26887177,25887177,2011,"['Action', 'Comedy', 'Horror']"
5217,18,Chernobyl Diaries,1000000,18119640,42411721,41411721,2012,"['Horror', 'Mystery', 'Thriller']"
5218,19,The Howling,1000000,17985000,17985000,16985000,2017,['Horror']
5224,25,Blue Valentine,1000000,9737892,16566240,15566240,2010,"['Drama', 'Romance']"
5228,29,Unfriended: Dark Web,1000000,8866745,16434588,15434588,2018,"['Crime', 'Horror', 'Mystery']"
5230,31,The Green Inferno,1000000,7192291,12931420,11931420,2013,"['Adventure', 'Horror']"
5231,32,I Am Not Your Negro,1000000,7123919,9617402,8617402,2016,['Documentary']
5232,33,The Sessions,1000000,6002451,11495204,10495204,2012,"['Biography', 'Comedy', 'Drama']"
5234,35,October Baby,1000000,5355847,5391992,4391992,2011,['Drama']
5235,36,The Skeleton Twins,1000000,5284309,5797192,4797192,2014,"['Comedy', 'Drama', 'Romance']"
5240,41,Obvious Child,1000000,3122616,3324070,2324070,2014,"['Comedy', 'Drama', 'Romance']"
5241,42,Martha Marcy May Marlene,1000000,2981038,5438911,4438911,2011,"['Drama', 'Mystery', 'Thriller']"
5251,52,No Man's Land,1000000,1067481,2684207,1684207,2020,['Western']
5252,53,Slam,1000000,1009819,1087521,87521,2016,"['Comedy', 'Drama', 'Romance']"
5255,56,Patti Cake$,1000000,800148,1471090,471090,2017,"['Drama', 'Music']"
5256,57,Panic,1000000,779137,1425707,425707,2014,"['Drama', 'Mystery', 'Thriller']"
5257,58,Palo Alto,1000000,767732,1156309,156309,2013,['Drama']
5261,62,The Future,1000000,568662,1239174,239174,2011,"['Drama', 'Fantasy', 'Romance']"
5263,64,23 Blast,1000000,549185,549185,-450815,2014,"['Drama', 'Family', 'Sport']"
5265,66,The Act of Killing,1000000,486919,1227316,227316,2012,"['Crime', 'Documentary']"
5269,70,I Origins,1000000,336472,852399,-147601,2014,"['Drama', 'Romance', 'Sci-Fi']"
5270,71,Antarctica: A Year on Ice,1000000,288757,288757,-711243,2013,"['Adventure', 'Biography', 'Documentary']"
5273,74,The Invitation,1000000,231738,354836,-645164,2015,"['Drama', 'Horror', 'Mystery']"
5280,81,Hardflip,1000000,96734,96734,-903266,2012,"['Action', 'Drama']"
5281,82,Creative Control,1000000,63014,63014,-936986,2015,"['Drama', 'Sci-Fi']"
5283,84,The Perfect Host,1000000,48764,51587,-948413,2010,"['Comedy', 'Crime', 'Thriller']"
5287,88,Hits,1000000,15156,15156,-984844,2014,"['Comedy', 'Drama']"
5288,89,The Specials,1000000,12996,12996,-987004,2019,['Comedy']
5291,92,Camp X-Ray,1000000,9837,101053,-898947,2014,"['Drama', 'War']"
5292,93,Special,1000000,7202,26822,-973178,2014,['Drama']
5293,94,The Sisterhood of Night,1000000,6870,6870,-993130,2014,"['Drama', 'Mystery', 'Thriller']"
5299,100,Heli,1000000,0,552614,-447386,2013,"['Crime', 'Drama', 'Romance']"
5300,1,Karachi se Lahore,1000000,0,17721,-982279,2015,"['Adventure', 'Comedy', 'Family']"
5302,3,American Hero,1000000,0,26,-999974,2012,['Music']
5305,6,The Party's Over,1000000,0,0,-1000000,2014,"['Adventure', 'Biography', 'Documentary']"
5310,11,Snow White: A Deadly Summer,1000000,0,0,-1000000,2012,['Horror']
5311,12,Truth or Die,1000000,0,0,-1000000,2012,"['Horror', 'Mystery']"
5312,13,Black Rock,1000000,0,0,-1000000,2012,"['Horror', 'Thriller']"
5313,14,Hidden Away,1000000,0,0,-1000000,2014,"['Drama', 'Romance']"
5314,15,My Last Day Without You,1000000,0,0,-1000000,2011,"['Comedy', 'Drama', 'Romance']"
5315,16,Zombie Hunter,1000000,0,0,-1000000,2013,"['Action', 'Comedy', 'Horror']"
5316,17,Doc Holliday's Revenge,1000000,0,0,-1000000,2014,['Western']
5317,18,A Fine Step,1000000,0,0,-1000000,2014,['Drama']
5318,19,Fear Clinic,1000000,0,0,-1000000,2014,['Horror']
5320,21,Bang Bang Baby,1000000,0,0,-1000000,2014,"['Drama', 'Fantasy', 'Musical']"
5321,22,Hush,1000000,0,0,-1000000,2012,"['Drama', 'Thriller']"
5322,23,1982,1000000,0,0,-1000000,2013,['Drama']
5324,25,Chemical Cut,1000000,0,0,-1000000,2016,['Drama']
5325,26,Por amor en el caserio,1000000,0,0,-1000000,2014,"['Action', 'Drama', 'Romance']"
5329,30,Banshee Chapter,950000,0,78122,-871878,2013,"['Horror', 'Sci-Fi', 'Thriller']"
5331,32,Jesse,950000,0,0,-950000,2011,"['Action', 'Crime', 'Drama']"
5332,33,Ask Me Anything,950000,0,0,-950000,2014,['Drama']
5333,34,L!fe Happens,930000,30905,30905,-899095,2011,['Comedy']
5334,35,Lowriders,916000,6179955,6188421,5272421,2016,"['Adventure', 'Crime', 'Drama']"
5335,36,Food Chains,913000,0,176,-912824,2014,['Documentary']
5337,38,Fruitvale Station,900000,16098998,17549645,16649645,2013,"['Biography', 'Drama', 'Romance']"
5338,39,Meet the Blacks,900000,9097072,9097072,8197072,2016,"['Comedy', 'Horror']"
5340,41,Circumstance,900000,454121,958978,58978,2011,['Drama']
5341,42,The Quiet,900000,381420,381420,-518580,2010,['Drama']
5342,43,The Giant Mechanical Man,900000,7396,7396,-892604,2012,"['Comedy', 'Drama', 'Romance']"
5343,44,The Brass Teapot,900000,6997,413733,-486267,2012,"['Comedy', 'Fantasy', 'Thriller']"
5344,45,40 Weeks,900000,0,0,-900000,2014,['Documentary']
5346,47,Bambi,858000,102797000,268000000,267142000,2013,"['Biography', 'Documentary']"
5349,50,The Hammer,850000,442638,442638,-407362,2010,"['Biography', 'Drama', 'Sport']"
5350,51,Windsor Drive,850000,3256,3256,-846744,2015,"['Mystery', 'Thriller']"
5368,69,Not Cool,800000,35688,35688,-764312,2014,"['Comedy', 'Drama', 'Romance']"
5369,70,Kill List,800000,29063,462206,-337794,2011,"['Crime', 'Drama', 'Horror']"
5370,71,Vessel,800000,0,0,-800000,2011,"['Drama', 'Horror']"
5374,75,Kevin Hart: Laugh at My Pain,750000,7706436,7712436,6962436,2011,"['Comedy', 'Documentary']"
5376,77,Safety Not Guaranteed,750000,4010957,4422318,3672318,2012,"['Comedy', 'Drama', 'Romance']"
5377,78,The Innkeepers,750000,78396,1011535,261535,2011,"['Drama', 'Horror', 'Mystery']"
5380,81,Undead,750000,41196,229250,-520750,2018,['Horror']
5383,84,Destiny,750000,0,450,-749550,2010,['Action']
5385,86,Adulterers,750000,0,0,-750000,2015,"['Crime', 'Drama', 'Thriller']"
5392,93,Columbus,700000,1017107,1110511,410511,2015,['Comedy']
5395,96,Walter,700000,0,0,-700000,2019,['Thriller']
5399,100,Escape from Tomorrow,650000,171962,171962,-478038,2013,"['Drama', 'Fantasy', 'Horror']"
5401,2,After,650000,0,0,-650000,2014,"['Drama', 'Mystery']"
5402,3,The Hadza: Last of the First,650000,0,0,-650000,2014,['Documentary']
5404,5,Treachery,625000,0,0,-625000,2013,"['Drama', 'Thriller']"
5411,12,Water & Power,600000,42557,42557,-557443,2013,"['Crime', 'Drama']"
5414,15,Drunk Wedding,600000,3301,3301,-596699,2015,['Comedy']
5415,16,They Will Have to Kill Us First,600000,0,7943,-592057,2015,['Documentary']
5417,18,The Maid's Room,600000,0,0,-600000,2013,['Thriller']
5418,19,Light from the Darkroom,600000,0,0,-600000,2014,"['Action', 'Drama', 'Thriller']"
5419,20,Irreplaceable,600000,0,0,-600000,2014,['Documentary']
5421,22,The Harvest/La Cosecha,560000,3709,3709,-556291,2011,['Documentary']
5422,23,Julija in alfa Romeo,560000,0,8462,-551538,2015,['Comedy']
5423,24,Mata Hari,558000,900000,900000,342000,2016,['Biography']
5425,26,Love Letters,550000,5269990,5269990,4719990,2015,['Horror']
5426,27,Faith Connections,550000,9111,9111,-540889,2013,"['Biography', 'Documentary', 'Drama']"
5427,28,High Road,546173,0,0,-546173,2011,['Comedy']
5429,30,Benji,500000,31559560,31559560,31059560,2018,"['Crime', 'Drama', 'Family']"
5436,37,Beyond the Mat,500000,2047570,2047570,1547570,2013,"['Drama', 'Sport']"
5438,39,Sholem Aleichem: Laughing in the Darkness,500000,1131261,1131261,631261,2011,['Documentary']
5440,41,Groove,500000,1115313,1167524,667524,2017,"['Drama', 'Music', 'Musical']"
5444,45,Drinking Buddies,500000,343706,407100,-92900,2013,"['Comedy', 'Drama', 'Romance']"
5446,47,Never Again,500000,307631,308793,-191207,2017,['Drama']
5449,50,Monsters,500000,237301,5639730,5139730,2010,"['Drama', 'Sci-Fi', 'Thriller']"
5451,52,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,500000,152449,152449,-347551,2012,['Documentary']
5452,53,The Other Dream Team,500000,134109,314444,-185556,2012,"['Documentary', 'Sport']"
5454,55,Rubber,500000,100370,680914,180914,2010,"['Comedy', 'Fantasy', 'Horror']"
5458,59,The Journey,500000,19800,19800,-480200,2010,['Family']
5464,65,Born to Fly: Elizabeth Streb vs. Gravity,500000,1822,1822,-498178,2014,"['Action', 'Biography', 'Documentary']"
5465,66,Detention of the Dead,500000,1778,1778,-498222,2012,"['Action', 'Adventure', 'Comedy']"
5466,67,Higher Power,500000,528,528,-499472,2018,"['Action', 'Sci-Fi', 'Thriller']"
5471,72,Drones,500000,0,0,-500000,2010,['Comedy']
5472,73,Enter Nowhere,500000,0,0,-500000,2011,"['Mystery', 'Sci-Fi', 'Thriller']"
5473,74,Girls Gone Dead,500000,0,0,-500000,2012,"['Comedy', 'Horror']"
5476,77,The Outrageous Sophie Tucker,500000,0,0,-500000,2014,['Documentary']
5477,78,Subconscious,500000,0,0,-500000,2010,['Horror']
5478,79,Roadside,500000,0,0,-500000,2013,"['Drama', 'Horror', 'Mystery']"
5479,80,Diamond Ruff,500000,0,0,-500000,2015,['Action']
5480,81,Love in the Time of Monsters,500000,0,0,-500000,2014,"['Comedy', 'Horror']"
5482,83,Fight to the Finish,500000,0,0,-500000,2016,"['Action', 'Romance', 'Sport']"
5483,84,Bucky and the Squirrels,500000,0,0,-500000,2015,['Comedy']
5484,85,Going Under,500000,0,0,-500000,2011,"['Action', 'Horror', 'Thriller']"
5486,87,Alleluia! The Devil's Carnival,500000,0,0,-500000,2016,"['Horror', 'Musical']"
5488,89,The Sound and the Shadow,500000,0,0,-500000,2014,"['Comedy', 'Mystery', 'Thriller']"
5489,90,Rodeo Girl,500000,0,0,-500000,2016,"['Adventure', 'Family']"
5494,95,Brick,450000,2075743,4243996,3793996,2019,"['Drama', 'Family', 'Romance']"
5495,96,Sunday,450000,410919,450349,349,2019,['Drama']
5499,100,As It Is in Heaven,450000,13486,13486,-436514,2014,['Drama']
5500,1,Mutual Friends,450000,0,0,-450000,2013,"['Comedy', 'Romance']"
5506,7,Blue Ruin,420000,258384,437002,17002,2013,"['Crime', 'Drama', 'Thriller']"
5511,12,Heroes,400000,655538,655538,255538,2019,['Documentary']
5512,13,Tarnation,400000,592014,1162014,762014,2017,"['Comedy', 'Horror']"
5513,14,I Want Your Money,400000,433588,433588,33588,2010,['Documentary']
5515,16,Home Movies,400000,89134,89134,-310866,2011,"['Documentary', 'Family']"
5516,17,Jackpot,400000,44452,44452,-355548,2011,"['Action', 'Comedy', 'Crime']"
5522,23,Pancakes,400000,0,0,-400000,2014,['Drama']
5527,28,Maniac,350000,10000000,10000000,9650000,2011,"['Action', 'Horror', 'Thriller']"
5534,35,Rotor DR1,350000,0,0,-350000,2015,"['Family', 'Sci-Fi']"
5550,51,3 Backyards,300000,39475,39475,-260525,2010,['Drama']
5556,57,Locker 13,300000,3496,3496,-296504,2014,['Thriller']
5557,58,The Looking Glass,300000,1711,1711,-298289,2011,['Fantasy']
5558,59,All You Need Is Love,300000,0,3565259,3265259,2014,['Documentary']
5560,61,Some Guy Who Kills People,300000,0,0,-300000,2011,"['Comedy', 'Crime', 'Drama']"
5561,62,Midnight Cabaret,300000,0,0,-300000,2012,"['Action', 'Crime', 'Drama']"
5562,63,Teeth and Blood,300000,0,0,-300000,2015,"['Action', 'Horror']"
5564,65,Anderson's Cross,300000,0,0,-300000,2010,"['Comedy', 'Drama', 'Romance']"
5565,66,Amidst the Devil's Wings,300000,0,0,-300000,2014,"['Action', 'Crime', 'Drama']"
5566,67,Death Calls,290000,0,0,-290000,2010,"['Action', 'Adventure', 'Mystery']"
5567,68,Compliance,270000,319285,830700,560700,2012,"['Biography', 'Crime', 'Drama']"
5568,69,Graduation Day,250000,23894000,23894000,23644000,2015,['Thriller']
5571,72,Sleight,250000,3930990,3934450,3684450,2016,"['Action', 'Drama', 'Sci-Fi']"
5573,74,Like Crazy,250000,3395391,3728400,3478400,2011,"['Drama', 'Romance']"
5577,78,Cube,250000,489220,8969065,8719065,2013,"['Biography', 'Documentary']"
5578,79,Love and Other Catastrophes,250000,212285,743216,493216,2016,"['Comedy', 'Drama']"
5580,81,November,250000,191862,191862,-58138,2014,"['Documentary', 'History']"
5581,82,Sugar Town,250000,178095,178095,-71905,2018,"['Drama', 'Horror', 'Sci-Fi']"
5582,83,Happy Valley,250000,67665,67665,-182335,2014,"['Documentary', 'Drama', 'Sport']"
5583,84,The Canyons,250000,59671,62375,-187625,2013,"['Drama', 'Thriller']"
5588,89,Test,250000,18823,18823,-231177,2013,['Drama']
5590,91,Along the Roadside,250000,0,3234,-246766,2013,"['Comedy', 'Music', 'Romance']"
